SPECIES_CODE,COMMON_NAME_ZH_CN,COMMON_NAME_US
x00763,Cinnamon x Green-winged Teal (hybrid),Cinnamon x Green-winged Teal (hybrid)
x00762,赤膀鸭x绿翅鸭 (杂交),Gadwall x Green-winged Teal (hybrid)
x00372,赤颈鸭x绿翅鸭 (杂交),Eurasian Wigeon x Green-winged Teal (hybrid)
x00646,绿眉鸭x绿翅鸭 (杂交),American Wigeon x Green-winged Teal (hybrid)
x00670,绿头鸭x绿翅鸭 (杂交),Mallard x Green-winged Teal (hybrid)
x00725,针尾鸭x绿翅鸭 (杂交),Northern Pintail x Green-winged Teal (hybrid)
y00766,白眉鸭/绿翅鸭,Garganey/Green-winged Teal
spetea3,Andean Teal,Andean Teal
andtea2,Andean Teal (Merida),Andean Teal (Merida)
andtea3,Andean Teal (Andean),Andean Teal (Andean)
yebtea1,Yellow-billed Teal,Yellow-billed Teal
spetea2,Yellow-billed Teal (flavirostris),Yellow-billed Teal (flavirostris)
spetea4,Yellow-billed Teal (oxyptera),Yellow-billed Teal (oxyptera)
y00367,Yellow-billed Pintail/Yellow-billed Teal,Yellow-billed Pintail/Yellow-billed Teal
spetea1,Andean/Yellow-billed Teal,Andean/Yellow-billed Teal
mauduc1,Mascarene Teal,Mauritius Duck
andtea1,Andaman Teal,Andaman Teal
suntea1,Sunda Teal,Sunda Teal
gretea1,Grey Teal,Gray Teal
x00926,Pacific Black Duck x Grey Teal (hybrid),Pacific Black Duck x Gray Teal (hybrid)
y01373,Sunda/Grey Teal,Sunda/Gray Teal
chetea1,Chestnut Teal,Chestnut Teal
x00925,Pacific Black Duck x Chestnut Teal (hybrid),Pacific Black Duck x Chestnut Teal (hybrid)
x00913,Grey x Chestnut Teal (hybrid),Gray x Chestnut Teal (hybrid)
y00368,Grey/Chestnut Teal,Gray/Chestnut Teal
bertea1,Bernier's Teal,Bernier's Teal
auitea1,Auckland Teal,Auckland Islands Teal
caitea1,Campbell Teal,Campbell Islands Teal
brotea1,Brown Teal,Brown Teal
x00878,Mallard x Brown Teal (hybrid),Mallard x Brown Teal (hybrid)
anas1,Anas sp.,Anas sp.
teal,teal sp.,teal sp.
dabduc1,未识别的浮鸭类,dabbling duck sp.
pieduc1,Pink-eared Duck,Pink-eared Duck
martea1,云石斑鸭,Marbled Duck
pihduc1,Pink-headed Duck,Pink-headed Duck
whwduc1,白翅栖鸭,White-winged Duck
recpoc,赤嘴潜鸭,Red-crested Pochard
x00648,绿头鸭x赤嘴潜鸭 (杂交),Mallard x Red-crested Pochard (hybrid)
soupoc1,Southern Pochard,Southern Pochard
robpoc1,Rosy-billed Pochard,Rosy-billed Pochard
canvas,帆背潜鸭,Canvasback
redhea,Redhead,Redhead
x00879,Mallard x Redhead (hybrid),Mallard x Redhead (hybrid)
x00684,Canvasback x Redhead (hybrid),Canvasback x Redhead (hybrid)
compoc,红头潜鸭,Common Pochard
x01000,绿头鸭x红头潜鸭 (杂交),Mallard x Common Pochard (hybrid)
x00373,赤嘴潜鸭x红头潜鸭 (杂交),Red-crested x Common Pochard (hybrid)
rinduc,环颈潜鸭,Ring-necked Duck
x01001,绿头鸭x环颈潜鸭 (杂交),Mallard x Ring-necked Duck (hybrid)
x00880,帆背潜鸭x环颈潜鸭 (杂交),Canvasback x Ring-necked Duck (hybrid)
x00679,Redhead x Ring-necked Duck (hybrid),Redhead x Ring-necked Duck (hybrid)
ferduc,白眼潜鸭,Ferruginous Duck
x00374,赤嘴潜鸭x白眼潜鸭 (杂交),Red-crested Pochard x Ferruginous Duck (hybrid)
x00764,红头潜鸭x白眼潜鸭 (杂交),Common Pochard x Ferruginous Duck (hybrid)
madpoc1,Madagascar Pochard,Madagascar Pochard
baepoc1,青头潜鸭,Baer's Pochard
x01093,红头潜鸭x青头潜鸭 (杂交),Common x Baer's Pochard (hybrid)
x00838,白眼潜鸭x青头潜鸭 (杂交),Ferruginous Duck x Baer's Pochard (hybrid)
y00709,白眼潜鸭/青头潜鸭,Ferruginous Duck/Baer's Pochard
wheduc1,Hardhead,Hardhead
x00912,Grey Teal x Hardhead (hybrid),Gray Teal x Hardhead (hybrid)
tufduc,凤头潜鸭,Tufted Duck
x00375,绿头鸭x凤头潜鸭 (杂交),Mallard x Tufted Duck (hybrid)
x00376,赤嘴潜鸭x凤头潜鸭 (杂交),Red-crested Pochard x Tufted Duck (hybrid)
x00683,红头潜鸭x凤头潜鸭 (杂交),Common Pochard x Tufted Duck (hybrid)
x00652,环颈潜鸭x凤头潜鸭 (杂交),Ring-necked x Tufted Duck (hybrid)
x00839,白眼潜鸭x凤头潜鸭 (杂交),Ferruginous x Tufted Duck (hybrid)
nezsca1,New Zealand Scaup,New Zealand Scaup
gresca,斑背潜鸭,Greater Scaup
x00680,Redhead x Greater Scaup (hybrid),Redhead x Greater Scaup (hybrid)
x00779,环颈潜鸭x斑背潜鸭 (杂交),Ring-necked Duck x Greater Scaup (hybrid)
x00654,凤头潜鸭x斑背潜鸭 (杂交),Tufted Duck x Greater Scaup (hybrid)
lessca,小潜鸭,Lesser Scaup
x00678,Redhead x Lesser Scaup (hybrid),Redhead x Lesser Scaup (hybrid)
x00613,环颈潜鸭x小潜鸭 (杂交),Ring-necked Duck x Lesser Scaup (hybrid)
x00653,凤头潜鸭x小潜鸭 (杂交),Tufted Duck x Lesser Scaup (hybrid)
x00377,帆背潜鸭x斑背潜鸭/小潜鸭 (杂交),Canvasback x scaup sp. (hybrid)
x00681,Redhead x scaup sp. (hybrid),Redhead x scaup sp. (hybrid)
x00682,环颈潜鸭x斑背潜鸭/小潜鸭 (杂交),Ring-necked Duck x scaup sp. (hybrid)
tdxsca1,凤头潜鸭x斑背潜鸭/小潜鸭 (杂交),Tufted Duck x scaup sp. (hybrid)
scaup,斑背潜鸭/小潜鸭,Greater/Lesser Scaup
aythya1,未识别的Aythya属潜鸭,Aythya sp.
steeid,小绒鸭,Steller's Eider
labduc,Labrador Duck,Labrador Duck
speeid,Spectacled Eider,Spectacled Eider
kineid,King Eider,King Eider
x00942,Spectacled x King Eider (hybrid),Spectacled x King Eider (hybrid)
comeid,Common Eider,Common Eider
comeid5,Common Eider (Eurasian),Common Eider (Eurasian)
comeid6,Common Eider (Faroe Is.),Common Eider (Faroe Is.)
comeid1,Common Eider (Pacific),Common Eider (Pacific)
comeid2,Common Eider (Dresser's),Common Eider (Dresser's)
comeid3,Common Eider (Northern),Common Eider (Northern)
comeid4,Common Eider (Hudson Bay),Common Eider (Hudson Bay)
x01151,Common Shelduck x Common Eider (hybrid),Common Shelduck x Common Eider (hybrid)
x00881,Mallard x Common Eider (hybrid),Mallard x Common Eider (hybrid)
x00665,King x Common Eider (hybrid),King x Common Eider (hybrid)
eider,King/Common Eider,King/Common Eider
eider1,eider sp.,eider sp.
harduc,丑鸭,Harlequin Duck
sursco,斑头海番鸭,Surf Scoter
whwsco3,丝绒海番鸭,Velvet Scoter
whwsco2,白翅海番鸭,White-winged Scoter
whwsco1,斑脸海番鸭,Stejneger's Scoter
x00882,斑头海番鸭x斑脸海番鸭 (杂交),Surf x White-winged Scoter (hybrid)
x01170,白翅海番鸭x斑脸海番鸭 (杂交),White-winged x Stejneger's Scoter (hybrid)
whwsco,丝绒海番鸭/白翅海番鸭/斑脸海番鸭,Velvet/White-winged/Stejneger's Scoter
whwsco4,白翅海番鸭/斑脸海番鸭,White-winged/Stejneger's Scoter
blksco1,普通海番鸭,Common Scoter
blksco2,黑海番鸭,Black Scoter
dawsco,斑头海番鸭/黑海番鸭,Surf/Black Scoter
blksco,普通海番鸭/黑海番鸭,Common/Black Scoter
scoter,未识别的海番鸭,scoter sp.
lotduc,长尾鸭,Long-tailed Duck
buffle,Bufflehead,Bufflehead
comgol,鹊鸭,Common Goldeneye
x00655,Bufflehead x Common Goldeneye (hybrid),Bufflehead x Common Goldeneye (hybrid)
x00909,Bufflehead x goldeneye sp. (hybrid),Bufflehead x goldeneye sp. (hybrid)
bargol,Barrow's Goldeneye,Barrow's Goldeneye
x01152,Bufflehead x Barrow's Goldeneye (hybrid),Bufflehead x Barrow's Goldeneye (hybrid)
cxbgol1,Common x Barrow's Goldeneye (hybrid),Common x Barrow's Goldeneye (hybrid)
y00004,Common/Barrow's Goldeneye,Common/Barrow's Goldeneye
smew,斑头秋沙鸭 (白秋沙鸭),Smew
x00378,鹊鸭x斑头秋沙鸭 (杂交),Common Goldeneye x Smew (hybrid)
hoomer,Hooded Merganser,Hooded Merganser
x00202,Wood Duck x Hooded Merganser (hybrid),Wood Duck x Hooded Merganser (hybrid)
x00424,Bufflehead x Hooded Merganser (hybrid),Bufflehead x Hooded Merganser (hybrid)
x00425,Common Goldeneye x Hooded Merganser (hybrid),Common Goldeneye x Hooded Merganser (hybrid)
x00426,Barrow's Goldeneye x Hooded Merganser (hybrid),Barrow's Goldeneye x Hooded Merganser (hybrid)
x00631,goldeneye sp. x Hooded Merganser (hybrid),goldeneye sp. x Hooded Merganser (hybrid)
x00379,Smew x Hooded Merganser (hybrid),Smew x Hooded Merganser (hybrid)
auimer1,New Zealand Merganser,Auckland Islands Merganser
commer,普通秋沙鸭,Common Merganser
goosan1,普通秋沙鸭 (欧亚),Common Merganser (Eurasian)
commer1,普通秋沙鸭 (北美),Common Merganser (North American)
x00840,Common Eider x Common Merganser (hybrid),Common Eider x Common Merganser (hybrid)
x00726,Hooded x Common Merganser (hybrid),Hooded x Common Merganser (hybrid)
bramer1,Brazilian Merganser,Brazilian Merganser
rebmer,红胸秋沙鸭,Red-breasted Merganser
x00614,环颈潜鸭x红胸秋沙鸭 (杂交),Ring-necked Duck x Red-breasted Merganser (hybrid)
x00780,普通秋沙鸭x红胸秋沙鸭 (杂交),Common x Red-breasted Merganser (hybrid)
y00224,普通秋沙鸭/红胸秋沙鸭,Common/Red-breasted Merganser
scsmer1,中华秋沙鸭,Scaly-sided Merganser
mergan1,未识别的秋沙鸭,merganser sp.
blhduc1,Black-headed Duck,Black-headed Duck
masduc,Masked Duck,Masked Duck
rudduc,Ruddy Duck,Ruddy Duck
y00710,Masked/Ruddy Duck,Masked/Ruddy Duck
andduc1,Andean Duck,Andean Duck
andduc2,Andean Duck (andina),Andean Duck (andina)
rudduc2,Andean Duck (ferruginea),Andean Duck (ferruginea)
whhduc1,白头硬尾鸭,White-headed Duck
x00705,Ruddy x White-headed Duck (hybrid),Ruddy x White-headed Duck (hybrid)
macduc1,Maccoa Duck,Maccoa Duck
lakduc1,Lake Duck,Lake Duck
y00601,Andean/Lake Duck,Andean/Lake Duck
blbduc1,Blue-billed Duck,Blue-billed Duck
musduc1,Musk Duck,Musk Duck
duck1,未识别的鸭类,duck sp.
waterf1,未识别的雁鸭类,waterfowl sp.
ausbrt1,Australian Brushturkey,Australian Brushturkey
ausbru1,Australian Brushturkey (Purple-pouched),Australian Brushturkey (Purple-pouched)
ausbru2,Australian Brushturkey (Yellow-pouched),Australian Brushturkey (Yellow-pouched)
watbrt1,Wattled Brushturkey,Wattled Brushturkey
brubrt1,Waigeo Brushturkey,Waigeo Brushturkey
rebbrt1,Red-billed Brushturkey,Red-billed Brushturkey
bkbbrt1,Black-billed Brushturkey,Yellow-legged Brushturkey
bncbrt1,Collared Brushturkey,Red-legged Brushturkey
talega1,Talegalla sp.,Talegalla sp.
mallee1,Malleefowl,Malleefowl
maleo1,Maleo,Maleo
molscr1,Moluccan Megapode,Moluccan Megapode
niuscr1,Tongan Megapode,Tongan Megapode
micscr1,Micronesian Megapode,Micronesian Megapode
nicscr1,Nicobar Megapode,Nicobar Megapode
tabscr1,Philippine Megapode,Philippine Megapode
sulscr1,Sula Megapode,Sula Megapode
tanscr1,Tanimbar Megapode,Tanimbar Megapode
dusscr1,Dusky Megapode,Dusky Megapode
dusscr2,Dusky Megapode (Dusky),Dusky Megapode (Dusky)
forscr1,Dusky Megapode (Forsten's),Dusky Megapode (Forsten's)
dusscr3,Biak Scrubfowl,Biak Megapode
melscr1,Melanesian Megapode,Melanesian Megapode
vanscr1,Vanuatu Megapode,Vanuatu Megapode
negscr1,New Guinea Scrubfowl,New Guinea Megapode
orfscr1,Orange-footed Scrubfowl,Orange-footed Megapode
higgua1,Highland Guan,Highland Guan
blagua1,Black Guan,Black Guan
siwgua1,Sickle-winged Guan,Sickle-winged Guan
siwgua3,Sickle-winged Guan (Santa Marta),Sickle-winged Guan (Santa Marta)
siwgua7,Sickle-winged Guan (West Andean),Sickle-winged Guan (West Andean)
siwgua5,Sickle-winged Guan (East Andean),Sickle-winged Guan (East Andean)
siwgua6,Sickle-winged Guan (South Andean),Sickle-winged Guan (South Andean)
watgua1,Wattled Guan,Wattled Guan
bfpgua1,Black-fronted Piping Guan,Black-fronted Piping-Guan
trpgua1,Trinidad Piping Guan,Trinidad Piping-Guan
butpig1,Blue-throated Piping Guan,Blue-throated Piping-Guan
butpig2,White-throated Piping Guan,White-throated Piping-Guan
btpgua1,Blue-throated/White-throated Piping Guan,Blue-throated/White-throated Piping-Guan
rtpgua1,Red-throated Piping Guan,Red-throated Piping-Guan
retpig2,Red-throated Piping Guan (White-crested),Red-throated Piping-Guan (White-crested)
retpig1,Red-throated Piping Guan (Grey-crested),Red-throated Piping-Guan (Gray-crested)
x01078,White-throated x Red-throated Piping-Guan (hybrid),White-throated x Red-throated Piping-Guan (hybrid)
y00831,White-throated/Red-throated Piping Guan,White-throated/Red-throated Piping-Guan
batgua1,Band-tailed Guan,Band-tailed Guan
batgua3,Band-tailed Guan (Santa Marta),Band-tailed Guan (Santa Marta)
batgua5,Band-tailed Guan (Band-tailed),Band-tailed Guan (Band-tailed)
dulgua3,Yungas Guan,Yungas Guan
dulgua1,Dusky-legged Guan,Dusky-legged Guan
whcgua1,White-crested Guan,White-crested Guan
chbgua1,Chestnut-bellied Guan,Chestnut-bellied Guan
whbgua1,White-browed Guan,White-browed Guan
beagua1,Bearded Guan,Bearded Guan
cregua1,Crested Guan,Crested Guan
rumgua1,Rusty-margined Guan,Rusty-margined Guan
rumgua5,Rusty-margined Guan (Blue-faced),Rusty-margined Guan (Blue-faced)
rumgua6,Rusty-margined Guan (Grey-faced),Rusty-margined Guan (Gray-faced)
y01229,Dusky-legged/Rusty-margined Guan,Dusky-legged/Rusty-margined Guan
margua1,Marail Guan,Marail Guan
whwgua1,White-winged Guan,White-winged Guan
baugua1,Baudo Guan,Baudo Guan
andgua1,Andean Guan,Andean Guan
andgua7,Andean Guan (Northern),Andean Guan (Northern)
andgua8,Andean Guan (Southern),Andean Guan (Southern)
refgua1,Red-faced Guan,Red-faced Guan
spigua1,Spix's Guan,Spix's Guan
spigua3,Spix's Guan (Grant's),Spix's Guan (Grant's)
spigua2,Spix's Guan (Spix's),Spix's Guan (Spix's)
y00657,Marail/Spix's Guan,Marail/Spix's Guan
caugua1,Cauca Guan,Cauca Guan
penelo1,Penelope sp.,Penelope sp.
horgua1,Horned Guan,Horned Guan
noccur1,Nocturnal Curassow,Nocturnal Curassow
helcur1,Helmeted Curassow,Helmeted Curassow
horcur2,Sira Curassow,Sira Curassow
horcur3,Horned Curassow,Horned Curassow
crecur2,Crestless Curassow,Crestless Curassow
alacur1,Alagoas Curassow,Alagoas Curassow
salcur1,Salvin's Curassow,Salvin's Curassow
rabcur2,Razor-billed Curassow,Razor-billed Curassow
yekcur1,Yellow-knobbed Curassow,Yellow-knobbed Curassow
grecur1,Great Curassow,Great Curassow
bubcur1,Blue-billed Curassow,Blue-billed Curassow
watcur1,Wattled Curassow,Wattled Curassow
rebcur1,Red-billed Curassow,Red-billed Curassow
blacur1,Black Curassow,Black Curassow
bafcur1,Bare-faced Curassow,Bare-faced Curassow
bafcur2,Bare-faced Curassow (Belem),Bare-faced Curassow (Belem)
bafcur3,Bare-faced Curassow (Bare-faced),Bare-faced Curassow (Bare-faced)
curass1,curassow sp.,curassow sp.
placha,Plain Chachalaca,Plain Chachalaca
whbcha1,White-bellied Chachalaca,White-bellied Chachalaca
wemcha1,West Mexican Chachalaca,West Mexican Chachalaca
rubcha1,Rufous-bellied Chachalaca,Rufous-bellied Chachalaca
x01121,West Mexican x Rufous-bellied Chachalaca (hybrid),West Mexican x Rufous-bellied Chachalaca (hybrid)
grhcha1,Grey-headed Chachalaca,Gray-headed Chachalaca
ruhcha1,Rufous-headed Chachalaca,Rufous-headed Chachalaca
varcha1,Little Chachalaca,Variable Chachalaca
varcha3,Chestnut-headed Chachalaca,Chestnut-headed Chachalaca
chacha1,Chaco Chachalaca,Chaco Chachalaca
colcha1,Colombian Chachalaca,Colombian Chachalaca
specha3,Speckled Chachalaca,Speckled Chachalaca
specha6,Speckled Chachalaca (Speckled),Speckled Chachalaca (Speckled)
specha5,Speckled Chachalaca (Parana),Speckled Chachalaca (Parana)
bubcha1,Buff-browed Chachalaca,Buff-browed Chachalaca
specha2,East Brazilian Chachalaca,East Brazilian Chachalaca
specha4,Scaled Chachalaca,Scaled Chachalaca
chwcha1,Chestnut-winged Chachalaca,Chestnut-winged Chachalaca
ruvcha1,Rufous-vented Chachalaca,Rufous-vented Chachalaca
ruvcha2,Rufous-vented Chachalaca (Rufous-vented),Rufous-vented Chachalaca (Rufous-vented)
ruvcha3,Rufous-vented Chachalaca (Rufous-tipped),Rufous-vented Chachalaca (Rufous-tipped)
chacha2,chachalaca sp.,chachalaca sp.
cracid1,Cracidae sp.,Cracidae sp.
helgui,珠鸡,Helmeted Guineafowl
helgui2,珠鸡 (sabyi),Helmeted Guineafowl (Moroccan)
helgui4,珠鸡 (galeatus),Helmeted Guineafowl (West African)
helgui3,珠鸡 (meleagris/somaliensis),Helmeted Guineafowl (Helmeted)
helgui5,珠鸡 (reichenowi),Helmeted Guineafowl (Reichenow's)
helgui6,珠鸡 [mitratus Group],Helmeted Guineafowl (Tufted)
helgui1,珠鸡 (驯养型),Helmeted Guineafowl (Domestic type)
whbgui1,White-breasted Guineafowl,White-breasted Guineafowl
blagui1,Black Guineafowl,Black Guineafowl
vulgui1,Vulturine Guineafowl,Vulturine Guineafowl
plugui1,Plumed Guineafowl,Plumed Guineafowl
cregui3,Eastern Crested Guineafowl,Eastern Crested Guineafowl
cregui2,Western Crested Guineafowl,Western Crested Guineafowl
cregui4,Southern Crested Guineafowl,Southern Crested Guineafowl
cregui1,crested guineafowl sp.,crested guineafowl sp.
stopar1,Stone Partridge,Stone Partridge
stopar2,Stone Partridge (Stone),Stone Partridge (Stone)
stopar3,Stone Partridge (Ethiopian),Stone Partridge (Ethiopian)
nahfra2,Nahan's Partridge,Nahan's Partridge
tafqua1,Tawny-faced Quail,Tawny-faced Quail
mouqua,Mountain Quail,Mountain Quail
bcwpar1,Buffy-crowned Wood Partridge,Buffy-crowned Wood-Partridge
ltwpar1,Long-tailed Wood Partridge,Long-tailed Wood-Partridge
bewpar1,Bearded Wood Partridge,Bearded Wood-Partridge
banqua1,Banded Quail,Banded Quail
norbob,Northern Bobwhite,Northern Bobwhite
norbob1,Northern Bobwhite (Eastern),Northern Bobwhite (Eastern)
norbob2,Northern Bobwhite (graysoni/nigripectus),Northern Bobwhite (graysoni/nigripectus)
norbob3,Northern Bobwhite (pectoralis Group),Northern Bobwhite (pectoralis Group)
masbob1,Northern Bobwhite (Masked),Northern Bobwhite (Masked)
bltbob1,Yucatan Bobwhite,Black-throated Bobwhite
crebob2,Spot-bellied Bobwhite,Spot-bellied Bobwhite
spbbob1,Spot-bellied Bobwhite (White-breasted),Spot-bellied Bobwhite (White-breasted)
crebob6,Spot-bellied Bobwhite (White-faced),Spot-bellied Bobwhite (White-faced)
spbbob2,Spot-bellied Bobwhite (Dark-chinned),Spot-bellied Bobwhite (Dark-chinned)
crebob1,Crested Bobwhite,Crested Bobwhite
crebob24,Crested Bobwhite (Colombian),Crested Bobwhite (Colombian)
crebob25,Crested Bobwhite (Venezuelan),Crested Bobwhite (Venezuelan)
scaqua,Scaled Quail,Scaled Quail
x00688,Northern Bobwhite x Scaled Quail (hybrid),Northern Bobwhite x Scaled Quail (hybrid)
elequa,Elegant Quail,Elegant Quail
calqua,California Quail,California Quail
x01011,Northern Bobwhite x California Quail (hybrid),Northern Bobwhite x California Quail (hybrid)
x00687,Scaled x California Quail (hybrid),Scaled x California Quail (hybrid)
gamqua,Gambel's Quail,Gambel's Quail
x00689,Scaled x Gambel's Quail (hybrid),Scaled x Gambel's Quail (hybrid)
y00315,California x Gambel's Quail (hybrid),California x Gambel's Quail (hybrid)
y00711,California/Gambel's Quail,California/Gambel's Quail
monqua,Montezuma Quail,Montezuma Quail
monqua1,Montezuma Quail (Montezuma),Montezuma Quail (Montezuma)
monqua2,Montezuma Quail (Salle's),Montezuma Quail (Salle's)
ocequa1,Ocellated Quail,Ocellated Quail
sinqua1,Singing Quail,Singing Quail
mawqua1,Marbled Wood Quail,Marbled Wood-Quail
swwqua1,Spot-winged Wood Quail,Spot-winged Wood-Quail
bewqua1,Black-eared Wood Quail,Black-eared Wood-Quail
bfwqua1,Black-fronted Wood Quail,Black-fronted Wood-Quail
rfwqua1,Rufous-fronted Wood Quail,Rufous-fronted Wood-Quail
chwqua1,Chestnut Wood Quail,Chestnut Wood-Quail
dbwqua1,Dark-backed Wood Quail,Dark-backed Wood-Quail
rbwqua1,Rufous-breasted Wood Quail,Rufous-breasted Wood-Quail
tawqua1,Tacarcuna Wood Quail,Tacarcuna Wood-Quail
gowqua1,Gorgeted Wood Quail,Gorgeted Wood-Quail
venwoq1,Venezuelan Wood Quail,Venezuelan Wood-Quail
bbwqua1,Black-breasted Wood Quail,Black-breasted Wood-Quail
paswoq1,Pasco Wood Quail (undescribed form),Pasco Wood-Quail (undescribed form)
sfwqua1,Stripe-faced Wood Quail,Stripe-faced Wood-Quail
stwqua1,Starred Wood Quail,Starred Wood-Quail
spwqua1,Spotted Wood Quail,Spotted Wood-Quail
woodqu1,wood quail sp.,wood-quail sp.
quail1,new world quail sp.,new world quail sp.
udzpar1,Udzungwa/Rubeho Forest Partridge,Udzungwa Partridge
udzpar3,Udzungwa Forest Partridge,Udzungwa Partridge (Udzungwa)
udzpar2,Rubeho Forest Partridge,Udzungwa Partridge (Rubeho)
ferpar2,Ferruginous Partridge,Ferruginous Partridge
crepar1,Crested Partridge,Crested Partridge
blapar2,Black Partridge,Black Partridge
hilpar1,环颈山鹧鸪,Hill Partridge
sicpar1,四川山鹧鸪,Sichuan Partridge
chbpar2,红胸山鹧鸪,Chestnut-breasted Partridge
whnpar2,白眉山鹧鸪,White-necklaced Partridge
rutpar1,红喉山鹧鸪,Rufous-throated Partridge
rebpar3,Red-billed Partridge,Red-billed Partridge
chhpar1,Siamese/Chestnut-headed Partridge,Chestnut-headed Partridge
chhpar3,Siamese Partridge,Chestnut-headed Partridge (Siamese)
chhpar2,Chestnut-headed Partridge,Chestnut-headed Partridge (Chestnut-headed)
haipar1,海南山鹧鸪,Hainan Partridge
taipar1,台湾山鹧鸪,Taiwan Partridge
whcpar1,白颊山鹧鸪,White-cheeked Partridge
babpar1,褐胸山鹧鸪,Bar-backed Partridge
ornpar1,Orange-necked Partridge,Orange-necked Partridge
rebpar5,Red-breasted Partridge,Red-breasted Partridge
gybpar3,Malayan Partridge,Malayan Partridge
gybpar5,Roll's Partridge,Roll's Partridge
gybpar6,Sumatran Partridge,Sumatran Partridge
y01018,Roll's/Sumatran Partridge,Roll's/Sumatran Partridge
chbpar1,Chestnut-bellied Partridge,Chestnut-bellied Partridge
gybpar4,Grey-breasted Partridge,Gray-breasted Partridge
snopar1,雪鹑,Snow Partridge
blophe1,血雉,Blood Pheasant
westra1,黑头角雉,Western Tragopan
sattra1,红胸角雉,Satyr Tragopan
blytra1,灰腹角雉,Blyth's Tragopan
temtra1,红腹角雉,Temminck's Tragopan
cabtra1,黄腹角雉,Cabot's Tragopan
verpar1,红喉雉鹑,Chestnut-throated Monal-Partridge
szepar1,黄喉雉鹑 (四川雉鹑),Buff-throated Monal-Partridge
himmon1,棕尾虹雉,Himalayan Monal
sclmon1,白尾梢虹雉,Sclater's Monal
sclmon3,白尾梢虹雉 (尾全白),Sclater's Monal (White-tailed)
sclmon5,白尾梢虹雉 (尾有栗带),Sclater's Monal (Band-tailed)
chimon1,绿尾虹雉,Chinese Monal
